department_name,department_abbr,department_url,course_num,course_name,course_credit_type,course_myplan_url
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH103,INTRO ELEM FUNCTION ,,https://myplan.uw.edu/course/#/courses/MATH103
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH111,ALGEBRA WITH APPL,"NW,QSR",https://myplan.uw.edu/course/#/courses/MATH111
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH112,BUSINESS &ECON CALC ,"NW,QSR",https://myplan.uw.edu/course/#/courses/MATH112
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH120,PRECALCULUS,NW,https://myplan.uw.edu/course/#/courses/MATH120
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH124,CALC ANALYT GEOM I,"NW,QSR",https://myplan.uw.edu/course/#/courses/MATH124
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH125,CALC ANALYT GEOM II ,NW,https://myplan.uw.edu/course/#/courses/MATH125
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH126,CALC ANYL GEOM III,NW,https://myplan.uw.edu/course/#/courses/MATH126
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH135,ACCEL HONORS CALC,NW,https://myplan.uw.edu/course/#/courses/MATH135
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH198,SPECIAL TOPICS,,https://myplan.uw.edu/course/#/courses/MATH198
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH300,MATH REASONING,NW,https://myplan.uw.edu/course/#/courses/MATH300
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH307,INTRO TO DIFF EQ,NW,https://myplan.uw.edu/course/#/courses/MATH307
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH308,MATRIX ALGEBRA,NW,https://myplan.uw.edu/course/#/courses/MATH308
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH309,LINEAR ANALYSIS,NW,https://myplan.uw.edu/course/#/courses/MATH309
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH318,ADV LINEAR ALGEBRA,,https://myplan.uw.edu/course/#/courses/MATH318
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH324,ADV MULTIVAR CALC 1 ,NW,https://myplan.uw.edu/course/#/courses/MATH324
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH327,INTRO REAL ANLYS I,NW,https://myplan.uw.edu/course/#/courses/MATH327
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH335,H-ACCEL ADVAN CALC,NW,https://myplan.uw.edu/course/#/courses/MATH335
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH340,ABSTRACT LINER ALG,NW,https://myplan.uw.edu/course/#/courses/MATH340
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH381,DISCRETE MATH MODEL ,NW,https://myplan.uw.edu/course/#/courses/MATH381
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH394,PROBABILITY I,NW,https://myplan.uw.edu/course/#/courses/MATH394
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH395,PROBABILITY II,NW,https://myplan.uw.edu/course/#/courses/MATH395
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH398,SPECIAL TOPICS,,https://myplan.uw.edu/course/#/courses/MATH398
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH399,UNDERGRAD RESEARCH,,https://myplan.uw.edu/course/#/courses/MATH399
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH402,INTRO MDRN ALGEBRA,NW,https://myplan.uw.edu/course/#/courses/MATH402
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH403,INTRO MDRN ALGEBRA,NW,https://myplan.uw.edu/course/#/courses/MATH403
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH407,LINEAR OPTIMIZATION ,NW,https://myplan.uw.edu/course/#/courses/MATH407
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH408,NONLINEAR OPTIMZTN,NW,https://myplan.uw.edu/course/#/courses/MATH408
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH412,MDRN ALG-APPL II,NW,https://myplan.uw.edu/course/#/courses/MATH412
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH424,FUND CONCEPTS ANLYS ,NW,https://myplan.uw.edu/course/#/courses/MATH424
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH425,FUND CONCEPTS ANLYS ,NW,https://myplan.uw.edu/course/#/courses/MATH425
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH427,COMPLEX ANALYSIS,NW,https://myplan.uw.edu/course/#/courses/MATH427
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH442,DIFFERENTIAL GEOMETR,NW,https://myplan.uw.edu/course/#/courses/MATH442
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH444,GEOMETRIES I,NW,https://myplan.uw.edu/course/#/courses/MATH444
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH462,COMBINATORIAL THEOR2,NW,https://myplan.uw.edu/course/#/courses/MATH462
Mathematics (MATH),MATH,https://www.washington.edu/students/timeschd/WIN2021/math.html,MATH465,NUMERICAL ANLYS II,NW,https://myplan.uw.edu/course/#/courses/MATH465
