department_name,department_url,department_course_num,department_course_name,department_course_credit_type,department_course_url
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 498,SPECIAL TOPICS,,https://www.washington.edu/students/crscat/constmgmt.html#cm498
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 515,VIRTUAL CONST MGMT,,https://www.washington.edu/students/crscat/constmgmt.html#cm515
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 518,LEAN CONSTRUCTION,,https://www.washington.edu/students/crscat/constmgmt.html#cm518
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 535,RSCH MTDS IN CONST,,https://www.washington.edu/students/crscat/constmgmt.html#cm535
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 540,SUSTAINABLE CONST,,https://www.washington.edu/students/crscat/constmgmt.html#cm540
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 588,CONST OPNS AND PROD,,https://www.washington.edu/students/crscat/constmgmt.html#cm588
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/constmgmt.html#cm600
Construction Management (CM),https://www.washington.edu/students/timeschd/WIN2021/constmgmt.html,CM 700,MASTER'S THESIS,,https://www.washington.edu/students/crscat/constmgmt.html#cm700
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 353,HIST MOD LAND ARCH,VLPA/I&S,https://www.washington.edu/students/crscat/landscape.html#larch353
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 361,EXPERIENCE PLACE,"VLPA/I&S,DIV",https://www.washington.edu/students/crscat/landscape.html#larch361
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 402,URBAN SITES STUDIO,,https://www.washington.edu/students/crscat/landscape.html#larch402
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 406,INDIV DSGN STUDIO,,https://www.washington.edu/students/crscat/landscape.html#larch406
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 433,DESIGN IMPLEMENT,,https://www.washington.edu/students/crscat/landscape.html#larch433
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 440,DIGITAL MEDIA I,,https://www.washington.edu/students/crscat/landscape.html#larch440
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 473,PROFESSIONAL PRACT,,https://www.washington.edu/students/crscat/landscape.html#larch473
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 474,DSGN BUILD STUDIO I,,https://www.washington.edu/students/crscat/landscape.html#larch474
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,16166,GLD,,https://www.washington.edu/students/maps/map.cgi?GLD
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 476,INTERNSHIP,,https://www.washington.edu/students/crscat/landscape.html#larch476
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 498,SPECIAL PROJECTS,,https://www.washington.edu/students/crscat/landscape.html#larch498
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/landscape.html#larch499
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 502,ADV STUDIO V,,https://www.washington.edu/students/crscat/landscape.html#larch502
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 553,HIST MDRN LSCPE ARC,,https://www.washington.edu/students/crscat/landscape.html#larch553
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 561,HUM EXP OF PLACE,,https://www.washington.edu/students/crscat/landscape.html#larch561
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 598,SPECIAL TOPICS,,https://www.washington.edu/students/crscat/landscape.html#larch598
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/landscape.html#larch600
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 601,INTERNSHIP,,https://www.washington.edu/students/crscat/landscape.html#larch601
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 700,MASTERS THESIS,,https://www.washington.edu/students/crscat/landscape.html#larch700
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 701,THESIS STUDIO,,https://www.washington.edu/students/crscat/landscape.html#larch701
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 702,CAPSTONE STUDIO,,https://www.washington.edu/students/crscat/landscape.html#larch702
Landscape Architecture (L ARCH),https://www.washington.edu/students/timeschd/WIN2021/landscape.html,L ARCH 703,GROUP PROJECT,,https://www.washington.edu/students/crscat/landscape.html#larch703
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 250,INTRO REAL ESTATE,,https://www.washington.edu/students/crscat/re.html#re250
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 361,PROP TRANSACTIONS,I&S,https://www.washington.edu/students/crscat/re.html#re361
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 416,RE MARKET ANALYSIS,,https://www.washington.edu/students/crscat/re.html#re416
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 431,RE PORTFOLIO MGMT,QSR,https://www.washington.edu/students/crscat/re.html#re431
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 466,ADV HOUSING STUDIES,"I&S,DIV",https://www.washington.edu/students/crscat/re.html#re466
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 490,INDEPENDENT STUDY,,https://www.washington.edu/students/crscat/re.html#re490
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 497,RE DATA MODELING,I&S,https://www.washington.edu/students/crscat/re.html#re497
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 509,FINANCIAL MODEL II,,https://www.washington.edu/students/crscat/re.html#re509
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 510,INTRO REAL ESTATE,,https://www.washington.edu/students/crscat/re.html#re510
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 513,RE FINANCE INVEST,,https://www.washington.edu/students/crscat/re.html#re513
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 514,NEGOTATIONS BE,,https://www.washington.edu/students/crscat/re.html#re514
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 515,REAL ESTATE LAW,,https://www.washington.edu/students/crscat/re.html#re515
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 518,BEST PRACTICES RE,,https://www.washington.edu/students/crscat/re.html#re518
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 531,RE PORTFOLIO MGMT,,https://www.washington.edu/students/crscat/re.html#re531
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 565,ADV HOUSING STUDIES,,https://www.washington.edu/students/crscat/re.html#re565
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 597,RE DATA MODELING,,https://www.washington.edu/students/crscat/re.html#re597
Real Estate (R E),https://www.washington.edu/students/timeschd/WIN2021/re.html,R E 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/re.html#re600
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 200,INTRO COM & ENV PLN,I&S,https://www.washington.edu/students/crscat/commenv.html#cep200
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 302,ENV RESPONSE,I&S/NW,https://www.washington.edu/students/crscat/commenv.html#cep302
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 400,GOV PRACTICUM,,https://www.washington.edu/students/crscat/commenv.html#cep400
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 446,INTERNSHIP,,https://www.washington.edu/students/crscat/commenv.html#cep446
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 461,ETHICS & IDENTITY,VLPA/I&S,https://www.washington.edu/students/crscat/commenv.html#cep461
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 491,SENIOR PROJECT II,,https://www.washington.edu/students/crscat/commenv.html#cep491
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 498,SPECIAL TOPICS,I&S,https://www.washington.edu/students/crscat/commenv.html#cep498
"Community, Environment, and Planning (CEP)",https://www.washington.edu/students/timeschd/WIN2021/commenv.html,CEP 499,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/commenv.html#cep499
Infrastructure Planning and Management (IPM),https://www.washington.edu/students/timeschd/WIN2021/ipm.html,,,,
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 422,GEOSPATIAL ANALYS,,https://www.washington.edu/students/crscat/urbdes.html#urbdp422
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 480,PLNG AS PROFESSION,,https://www.washington.edu/students/crscat/urbdes.html#urbdp480
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 498,SPECIAL TOPICS,,https://www.washington.edu/students/crscat/urbdes.html#urbdp498
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 499,SPECIAL PROJECTS,,https://www.washington.edu/students/crscat/urbdes.html#urbdp499
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 501,COMP PLAN IMPLEMENT,,https://www.washington.edu/students/crscat/urbdes.html#urbdp501
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 506,PLAN STUDIO PREP,,https://www.washington.edu/students/crscat/urbdes.html#urbdp506
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 510,THRY & METH PLAN I,,https://www.washington.edu/students/crscat/urbdes.html#urbdp510
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 514,RACE&SOCIAL JUSTICE,,https://www.washington.edu/students/crscat/urbdes.html#urbdp514
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 522,GEOSPATIAL ANALYSIS,,https://www.washington.edu/students/crscat/urbdes.html#urbdp522
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 532,TPCS TRANSP PLN&PLCY,,https://www.washington.edu/students/crscat/urbdes.html#urbdp532
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 538,HEALTH BUILT ENVIR,,https://www.washington.edu/students/crscat/urbdes.html#urbdp538
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 547,PROFESSIONAL PROJ,,https://www.washington.edu/students/crscat/urbdes.html#urbdp547
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 549,HAZARD MITIGATION,,https://www.washington.edu/students/crscat/urbdes.html#urbdp549
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 552,INTRO REAL ESTATE,,https://www.washington.edu/students/crscat/urbdes.html#urbdp552
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 554,RE FINANCE INVEST,,https://www.washington.edu/students/crscat/urbdes.html#urbdp554
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 557,REAL ESTATE LAW,,https://www.washington.edu/students/crscat/urbdes.html#urbdp557
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 564,PLN HIST THRY ETHICS,,https://www.washington.edu/students/crscat/urbdes.html#urbdp564
Urban Planning (URBDP),https://www.washington.edu/students/timeschd/WIN2021/urbdes.html,URBDP 573,DIGITAL DESIGN,,https://www.washington.edu/students/crscat/urbdes.html#urbdp573
