department_name,department_url,department_course_num,department_course_name,department_course_credit_type,department_course_url
Korean (KOREAN),https://www.washington.edu/students/timeschd/WIN2021/korean.html,KOREAN 202,2ND-YR KOREAN,VLPA,https://www.washington.edu/students/crscat/korean.html#korean202
Korean (KOREAN),https://www.washington.edu/students/timeschd/WIN2021/korean.html,KOREAN 302,THIRD-YEAR KOREAN,VLPA,https://www.washington.edu/students/crscat/korean.html#korean302
Korean (KOREAN),https://www.washington.edu/students/timeschd/WIN2021/korean.html,KOREAN 360,KOR LIT & CULTURE,VLPA,https://www.washington.edu/students/crscat/korean.html#korean360
Korean (KOREAN),https://www.washington.edu/students/timeschd/WIN2021/korean.html,KOREAN 416,RDNGS KOR LIT CLTR,VLPA,https://www.washington.edu/students/crscat/korean.html#korean416
Korean (KOREAN),https://www.washington.edu/students/timeschd/WIN2021/korean.html,KOREAN 499,INDEPENDENT STUDY,,https://www.washington.edu/students/crscat/korean.html#korean499
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 102,ELEM SANSKRIT,VLPA,https://www.washington.edu/students/crscat/sanskrit.html#snkrt102
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 202,INTERMED SANSKRIT,VLPA,https://www.washington.edu/students/crscat/sanskrit.html#snkrt202
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 312,ADVANCED SANSKRIT,VLPA,https://www.washington.edu/students/crscat/sanskrit.html#snkrt312
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/sanskrit.html#snkrt499
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 512,ELEM SANSKRIT,,https://www.washington.edu/students/crscat/sanskrit.html#snkrt512
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 522,INTERMED SANSKRIT,,https://www.washington.edu/students/crscat/sanskrit.html#snkrt522
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 532,ADVANCED SANSKRIT,,https://www.washington.edu/students/crscat/sanskrit.html#snkrt532
Sanskrit (SNKRT),https://www.washington.edu/students/timeschd/WIN2021/sanskrit.html,SNKRT 550,SMNR SANSKRIT LIT,,https://www.washington.edu/students/crscat/sanskrit.html#snkrt550
Urdu (URDU),https://www.washington.edu/students/timeschd/WIN2021/urdu.html,URDU 102,ELEMENTARY URDU,,https://www.washington.edu/students/crscat/urdu.html#urdu102
Urdu (URDU),https://www.washington.edu/students/timeschd/WIN2021/urdu.html,URDU 202,INTERMEDIATE URDU,VLPA,https://www.washington.edu/students/crscat/urdu.html#urdu202
Urdu (URDU),https://www.washington.edu/students/timeschd/WIN2021/urdu.html,URDU 302,ADVANCED URDU,VLPA,https://www.washington.edu/students/crscat/urdu.html#urdu302
Urdu (URDU),https://www.washington.edu/students/timeschd/WIN2021/urdu.html,URDU 499,URDU INDPT STDY,,https://www.washington.edu/students/crscat/urdu.html#urdu499
Urdu (URDU),https://www.washington.edu/students/timeschd/WIN2021/urdu.html,URDU 524,MOD HINDI LIT-DRAMA,,https://www.washington.edu/students/crscat/urdu.html#urdu524
Vietnamese (VIET),https://www.washington.edu/students/timeschd/WIN2021/viet.html,VIET 102,1ST-YR NH VIETNAMESE,,https://www.washington.edu/students/crscat/viet.html#viet102
Vietnamese (VIET),https://www.washington.edu/students/timeschd/WIN2021/viet.html,VIET 122,1ST-YR H VIETNAMESE,,https://www.washington.edu/students/crscat/viet.html#viet122
Vietnamese (VIET),https://www.washington.edu/students/timeschd/WIN2021/viet.html,VIET 212,INTERMED VIETNAMESE,VLPA,https://www.washington.edu/students/crscat/viet.html#viet212
Vietnamese (VIET),https://www.washington.edu/students/timeschd/WIN2021/viet.html,VIET 312,ADVANCED VIETNAMESE,VLPA,https://www.washington.edu/students/crscat/viet.html#viet312
Vietnamese (VIET),https://www.washington.edu/students/timeschd/WIN2021/viet.html,VIET 361,PSTWR VIETNM IN LIT,VLPA/I&S,https://www.washington.edu/students/crscat/viet.html#viet361
Vietnamese (VIET),https://www.washington.edu/students/timeschd/WIN2021/viet.html,VIET 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/viet.html#viet499
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 101,ASTRONOMY,"NW,QSR",https://www.washington.edu/students/crscat/astro.html#astr101
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 105,EXPLORING THE MOON,NW,https://www.washington.edu/students/crscat/astro.html#astr105
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 150,THE PLANETS,"NW,QSR",https://www.washington.edu/students/crscat/astro.html#astr150
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 300,ASTRO PROGRAMMING,QSR,https://www.washington.edu/students/crscat/astro.html#astr300
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 301,ASTR FOR SCI & ENGR,NW,https://www.washington.edu/students/crscat/astro.html#astr301
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 302,PYTHON FOR ASTRONOMY,"NW,QSR",https://www.washington.edu/students/crscat/astro.html#astr302
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 323,EXTN GALAXIES COSM,NW,https://www.washington.edu/students/crscat/astro.html#astr323
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 423,HIGH ENERGY ASTROPH,NW,https://www.washington.edu/students/crscat/astro.html#astr423
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 427,COMPUTATIONAL ASTRO,NW,https://www.washington.edu/students/crscat/astro.html#astr427
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 498,INDEPENDENT STUDY,NW,https://www.washington.edu/students/crscat/astro.html#astr498
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/astro.html#astr499
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 500,ASTRONOMY INSTRUCTN,,https://www.washington.edu/students/crscat/astro.html#astr500
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 511,GALACTIC STRUCTURE,,https://www.washington.edu/students/crscat/astro.html#astr511
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 561,HIGH ENRGY ASTROPHY,,https://www.washington.edu/students/crscat/astro.html#astr561
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 575,ASTRON SEMINAR,,https://www.washington.edu/students/crscat/astro.html#astr575
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,10597,PCAR,,https://www.washington.edu/students/maps/map.cgi?PCAR
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 576,ASTRON COLLOQUIUM,,https://www.washington.edu/students/crscat/astro.html#astr576
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 597,TOPICS OBS ASTROPHY,,https://www.washington.edu/students/crscat/astro.html#astr597
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 598,TPCS THEOR ASTRPHYS,,https://www.washington.edu/students/crscat/astro.html#astr598
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/astro.html#astr600
Astronomy (ASTR),https://www.washington.edu/students/timeschd/WIN2021/astro.html,ASTR 800,DOCTORAL DISSERTATN,,https://www.washington.edu/students/crscat/astro.html#astr800
Astrobiology (ASTBIO),https://www.washington.edu/students/timeschd/WIN2021/astbio.html,ASTBIO 575,ASTBIO SEMINAR,,https://www.washington.edu/students/crscat/astbio.html#astbio575
Astrobiology (ASTBIO),https://www.washington.edu/students/timeschd/WIN2021/astbio.html,ASTBIO 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/astbio.html#astbio600
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 103,SEX DEATH EVOLUTION,NW,https://www.washington.edu/students/crscat/biology.html#biol103
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 106,INTRO BIO SEMINAR,NW,https://www.washington.edu/students/crscat/biology.html#biol106
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 107,BIOLOGY OF VACCINES,NW,https://www.washington.edu/students/crscat/biology.html#biol107
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 118,SURVEY OF PHYSIOL,NW,https://www.washington.edu/students/crscat/biology.html#biol118
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 119,ELEM PHYSIOL LAB,NW,https://www.washington.edu/students/crscat/biology.html#biol119
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 180,INTRO BIOLOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol180
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 200,INTRO BIOL,NW,https://www.washington.edu/students/crscat/biology.html#biol200
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 220,INTRO BIOL,NW,https://www.washington.edu/students/crscat/biology.html#biol220
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 302,LAB TECHNIQS IN CMB,NW,https://www.washington.edu/students/crscat/biology.html#biol302
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11477,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11478,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11479,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11480,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11481,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11482,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11483,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11484,HCK,,https://www.washington.edu/students/maps/map.cgi?HCK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 350,FOUNDTNS PHYSIOLOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol350
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 354,EVOL AND SYSTEMATICS,NW,https://www.washington.edu/students/crscat/biology.html#biol354
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 355,FNDATION MOL CEL BIO,NW,https://www.washington.edu/students/crscat/biology.html#biol355
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 359,QUANTITATIVE BIOLOGY,"NW,QSR",https://www.washington.edu/students/crscat/biology.html#biol359
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 396,PEER FACILITATION,NW,https://www.washington.edu/students/crscat/biology.html#biol396
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 399,BIOLOGY INTERNSHIP,NW,https://www.washington.edu/students/crscat/biology.html#biol399
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 401,ADV CELL BIOLOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol401
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 405,CEL&MOL BIO DISEASE,NW,https://www.washington.edu/students/crscat/biology.html#biol405
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 408,NEUROETHOLOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol408
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 415,EVOLUTION & DEVELOP,NW,https://www.washington.edu/students/crscat/biology.html#biol415
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 423,MARINE ECOL PROCESS,NW,https://www.washington.edu/students/crscat/biology.html#biol423
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 424,PLANT ECOPHYSIOLOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol424
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 425,PLANT PHYSIOL & DEV,NW,https://www.washington.edu/students/crscat/biology.html#biol425
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11530,LSB,,https://www.washington.edu/students/maps/map.cgi?LSB
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11531,LSB,,https://www.washington.edu/students/maps/map.cgi?LSB
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 431,BIO OF CANNABINOIDS,NW,https://www.washington.edu/students/crscat/biology.html#biol431
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 434,INVERTEBRATE ZOOL,NW,https://www.washington.edu/students/crscat/biology.html#biol434
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 448,MAMMALOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol448
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 450,VERTE PALEO,NW,https://www.washington.edu/students/crscat/biology.html#biol450
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11541,BRK,,https://www.washington.edu/students/maps/map.cgi?BRK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11542,BRK,,https://www.washington.edu/students/maps/map.cgi?BRK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 451,INVERT PALEONTOLOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol451
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 453,CMPR ANAT VERTS,NW,https://www.washington.edu/students/crscat/biology.html#biol453
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 455,BIO HUMAN IMMUNOPATH,NW,https://www.washington.edu/students/crscat/biology.html#biol455
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 457,CHEM COMMUNICATION,NW,https://www.washington.edu/students/crscat/biology.html#biol457
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 459,DEVLPMNTL NEUROBIOL,NW,https://www.washington.edu/students/crscat/biology.html#biol459
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 460,MAMMALIAN PHYSIOL,NW,https://www.washington.edu/students/crscat/biology.html#biol460
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 461,NEUROBIOLOGY,NW,https://www.washington.edu/students/crscat/biology.html#biol461
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 466,EMERGING DISEASES,NW,https://www.washington.edu/students/crscat/biology.html#biol466
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 477,MARINE BIOL SEMINAR,NW,https://www.washington.edu/students/crscat/biology.html#biol477
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 478,SUSTAINABLE FISH,I&S/NW,https://www.washington.edu/students/crscat/biology.html#biol478
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 479,MARINE BIO RESEARCH,,https://www.washington.edu/students/crscat/biology.html#biol479
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 483,PALEOBIOLOGY SEMINAR,,https://www.washington.edu/students/crscat/biology.html#biol483
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11569,LSB,,https://www.washington.edu/students/maps/map.cgi?LSB
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 497,SPECIAL TOPICS,NW,https://www.washington.edu/students/crscat/biology.html#biol497
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 498,LIBRARY RESEARCH,,https://www.washington.edu/students/crscat/biology.html#biol498
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/biology.html#biol499
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 500,TOPICS IN BIOLOGY,,https://www.washington.edu/students/crscat/biology.html#biol500
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 501,BIO INSTRUCTION,,https://www.washington.edu/students/crscat/biology.html#biol501
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11578,BAG,,https://www.washington.edu/students/maps/map.cgi?BAG
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 502,GRANT WRITING,,https://www.washington.edu/students/crscat/biology.html#biol502
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 504,MENTORED READING,,https://www.washington.edu/students/crscat/biology.html#biol504
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 505,EVIDBASED TEACH BIOL,,https://www.washington.edu/students/crscat/biology.html#biol505
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 506,MANUSCRIPT WRITING,,https://www.washington.edu/students/crscat/biology.html#biol506
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 520,DEPT SEMINAR,,https://www.washington.edu/students/crscat/biology.html#biol520
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 541,TOPICS IN MCD BIO,,https://www.washington.edu/students/crscat/biology.html#biol541
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 543,BIOL OF DROSOPHILA,,https://www.washington.edu/students/crscat/biology.html#biol543
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 550,EVOLU & SYSTEM SMNR,,https://www.washington.edu/students/crscat/biology.html#biol550
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 551,TOPICS EVOLU&SYSTEM,,https://www.washington.edu/students/crscat/biology.html#biol551
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 553,APPLD PHYLOGENETICS,,https://www.washington.edu/students/crscat/biology.html#biol553
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 557,VERTE PALEO,,https://www.washington.edu/students/crscat/biology.html#biol557
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11611,BRK,,https://www.washington.edu/students/maps/map.cgi?BRK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,11612,BRK,,https://www.washington.edu/students/maps/map.cgi?BRK
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 560,SEMINAR IN ECOLOGY,,https://www.washington.edu/students/crscat/biology.html#biol560
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 561,TOPICS IN ECOLOGY,,https://www.washington.edu/students/crscat/biology.html#biol561
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 570,CONSERV BIO SEMINAR,,https://www.washington.edu/students/crscat/biology.html#biol570
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 571,TOPICS CONSERV BIO,,https://www.washington.edu/students/crscat/biology.html#biol571
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 580,PHYSIOLOGY SEMINAR,,https://www.washington.edu/students/crscat/biology.html#biol580
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 581,TOPICS IN PHYSIO,,https://www.washington.edu/students/crscat/biology.html#biol581
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 591,TOPICS ORGANISM BIO,,https://www.washington.edu/students/crscat/biology.html#biol591
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/biology.html#biol600
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 700,MASTERS THESIS,,https://www.washington.edu/students/crscat/biology.html#biol700
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,BIOL 800,DOCTORAL DISSERTATN,,https://www.washington.edu/students/crscat/biology.html#biol800
Biology (BIOL),https://www.washington.edu/students/timeschd/WIN2021/biology.html,,,,
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 221,STAT FOR SOC SCI,"NW,QSR",https://www.washington.edu/students/crscat/cs&ss.html#cs&ss221
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 501,ADV POL RESEARCH,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss501
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 504,APPLIED REGRESSION,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss504
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 505,MATH FOR SOC SCIS,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss505
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 533,RSCH MTHD DEMOGRPHY,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss533
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 544,EVENT HISTORY SEM,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss544
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 554,STAT METHODS SPATIAL,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss554
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 560,HIERARCH MODELING SS,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss560
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 569,VISUALIZING DATA,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss569
Center for Statistics and Social Sciences (CS&SS),https://www.washington.edu/students/timeschd/WIN2021/cs&ss.html,CS&SS 590,CSSS SEMINAR,,https://www.washington.edu/students/crscat/cs&ss.html#cs&ss590
Center for Studies in Demography and Ecology (CSDE),https://www.washington.edu/students/timeschd/WIN2021/csde.html,CSDE 501,POP SEMINAR SERIES,,https://www.washington.edu/students/crscat/csde.html#csde501
Center for Studies in Demography and Ecology (CSDE),https://www.washington.edu/students/timeschd/WIN2021/csde.html,CSDE 502,POP PROSEMINAR,,https://www.washington.edu/students/crscat/csde.html#csde502
Center for the Humanities (HUM),https://www.washington.edu/students/timeschd/WIN2021/centhum.html,HUM 102,HUM FIRST CAMPUS,I&S,https://www.washington.edu/students/crscat/centhum.html#hum102
Center for the Humanities (HUM),https://www.washington.edu/students/timeschd/WIN2021/centhum.html,HUM 596,HUMANITIES RSCH SEM,,https://www.washington.edu/students/crscat/centhum.html#hum596
Center for the Humanities (HUM),https://www.washington.edu/students/timeschd/WIN2021/centhum.html,HUM 597,SPEC TOPICS IN HUM,,https://www.washington.edu/students/crscat/centhum.html#hum597
Center for the Humanities (HUM),https://www.washington.edu/students/timeschd/WIN2021/centhum.html,HUM 600,INDEPNDT STDY/RSCH,,https://www.washington.edu/students/crscat/centhum.html#hum600
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 110,PREP GEN CHEM,NW,https://www.washington.edu/students/crscat/chem.html#chem110
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 142,GENERAL CHEMISTRY,"NW,QSR",https://www.washington.edu/students/crscat/chem.html#chem142
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 152,GENERAL CHEMISTRY,"NW,QSR",https://www.washington.edu/students/crscat/chem.html#chem152
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 153,ACCELERATD GEN CHEM,NW,https://www.washington.edu/students/crscat/chem.html#chem153
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 155,H-GENERAL CHEMISTRY,"NW,QSR",https://www.washington.edu/students/crscat/chem.html#chem155
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 162,GENERAL CHEMISTRY,"NW,QSR",https://www.washington.edu/students/crscat/chem.html#chem162
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 198,TUTORIAL STUDY,,https://www.washington.edu/students/crscat/chem.html#chem198
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 199,SPECIAL PROBLEMS,,https://www.washington.edu/students/crscat/chem.html#chem199
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 220,PRINCIPLES CHEM II,NW,https://www.washington.edu/students/crscat/chem.html#chem220
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 224,ORG CHEM SHORT PROG,NW,https://www.washington.edu/students/crscat/chem.html#chem224
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 237,ORGANIC CHEMISTRY,NW,https://www.washington.edu/students/crscat/chem.html#chem237
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 238,ORGANIC CHEMISTRY,NW,https://www.washington.edu/students/crscat/chem.html#chem238
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 239,ORGANIC CHEMISTRY,NW,https://www.washington.edu/students/crscat/chem.html#chem239
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 241,ORGANIC CHEM LAB,NW,https://www.washington.edu/students/crscat/chem.html#chem241
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 242,ORGANIC CHEM LAB,NW,https://www.washington.edu/students/crscat/chem.html#chem242
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 299,SPEC PROBS/RPT WRTG,,https://www.washington.edu/students/crscat/chem.html#chem299
